,name,type,url_pics
392,L'angolo der grillo,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/15/f3/08/marinara.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/78/a7/65/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/26/65/3e/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/15/f2/5f/napoli.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/26/65/3d/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/26/65/3d/photo0jpg.jpg']"
393,Zazu Lounge - Cortes,Mexican,"['https://media-cdn.tripadvisor.com/media/photo-f/28/7b/22/42/zazu-lounge-cortes.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/e1/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/e0/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/df/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/de/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/dc/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/db/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/da/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/dc/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/db/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/7b/da/caption.jpg']"
394,Cerveceria la Surena,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/0e/5e/64/c2/20170206-150721-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/77/49/61/img-20180904-195101-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/77/49/62/img-20180904-195106-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/8b/f0/e7/img-20160306-wa0005-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/a9/01/98/img-20170914-wa0027-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/b0/f8/86/img-20170312-wa0016-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/f1/7a/8e/pulpo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/b0/f8/86/img-20170312-wa0016-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/f1/7a/8e/pulpo.jpg']"
395,Grosso Napoletano,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/05/aa/1d/pizzas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/05/a6/77/horno.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/f8/58/68/martinez-cubells-4.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/20/bf/17/ad/la-ofelia-la-pertutti.jpg']"
396,090 Zeronovanta Restobar,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/a5/82/b6/2-terraza.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/a5/82/a5/nuestra-tabla-090-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/a5/82/7f/pato-desmigado-con-setas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/a5/80/0c/nuestra-carta.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/d2/0c/a7/img-20200818-wa0009-largejpg.jpg']"
397,Il Ghiottone Napoletano,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/14/94/4f/c0/calle-sagunto-23-valencia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/9e/30/62/calle-sagunto-23-la-zaidia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/cd/ce/0e/el-trato-muy-bueno-y.jpg']"
398,Portami Via,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/17/e4/fa/0c/portami-via.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e4/fa/05/portami-via.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e4/fa/04/portami-via.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e4/fa/0a/portami-via.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e4/fa/03/portami-via.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e4/fa/09/portami-via.jpg', 'https://media-cdn.tripadvisor.com/media/photo-o/17/ae/79/ff/jesus-57-bajo-46007.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e4/fa/09/portami-via.jpg', 'https://media-cdn.tripadvisor.com/media/photo-o/17/ae/79/ff/jesus-57-bajo-46007.jpg']"
399,Bistrot Italiano,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/0f/6e/52/f7/calzone-nutella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/5b/11/cb/la-nostra-caprese.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0f/5b/11/b2/pasta-al-pesto.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/5b/11/b6/un-altro-dolce.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/6e/53/17/tiramisu-art.jpg']"
400,Alhambra,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/1a/31/83/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/a3/54/56/20161116-112325-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/cb/49/33/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/ba/5b/f7/pincho-de-tortilla-alhambra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/7e/c4/ed/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/01/b7/ed/img-20190107-114512-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/01/b7/ed/img-20190107-114512-largejpg.jpg']"
401,Veganum,American,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/27/db/02/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/27/db/01/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/27/db/04/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/27/db/03/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/23/45/ff/bc/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/22/4f/59/e9/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/22/4f/59/e9/caption.jpg']"
402,La Cabanyita,Italian,['https://media-cdn.tripadvisor.com/media/photo-f/1d/36/45/2c/vista-al-mar.jpg']
403,Restaurante Torre de Utiel,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/11/3e/cc/67/restaurante-torre-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/52/e3/03/img-20170519-233120-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/28/80/9f/dessert.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/52/e3/0b/img-20170520-004515-largejpg.jpg']"
404,Kabanyal,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/ea/3f/ba/local-kabanyal-donde.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/ea/3f/a3/en-este-espacio-vamos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/ea/3f/ea/vino-kabanyal.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/29/25/d3/la-cerveza-de-bodega.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/ea/3f/d1/local-kabanyal.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/ea/3f/f3/delantales-confeccionados.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/ea/3f/d9/restaurante-kabanyal.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/ea/3f/b4/nacho-romero-el-corazon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/ea/3f/d9/restaurante-kabanyal.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/ea/3f/b4/nacho-romero-el-corazon.jpg']"
405,La Tavernaire,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/06/af/e1/44/la-tavernaire.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/af/e1/5a/la-tavernaire.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/af/e1/53/la-tavernaire.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/af/e1/4d/la-tavernaire.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/06/9d/c6/5b/la-tavernaire.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/06/9d/c6/5b/la-tavernaire.jpg']"
406,Burger Beer Ruzafa,American,"['https://media-cdn.tripadvisor.com/media/photo-f/12/ec/02/e8/img-20180510-223204-787.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/09/6a/63/img-20181013-220128-849.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/ae/96/b1/dsc-0494-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/09/6a/62/img-20181013-215901-143.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/68/a3/3e/img-20180519-143621-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/68/a3/3f/img-20180519-143607-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/68/a3/3f/img-20180519-143607-largejpg.jpg']"
407,Italian Garden,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/13/ed/8f/fc/tartar-de-salmon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/ed/8f/fe/fettuccine-frutti-di.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/ed/90/01/tiramisu.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/f3/c7/ae/img-20170412-220026-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/77/05/ca/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/77/05/ca/photo3jpg.jpg']"
408,Casa de madera,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/19/d1/f4/40/20191025-222024-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/13/b1/47/20180526-222122-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/c3/ab/d5/img-20200131-164519-796.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/17/c2/48/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/17/c2/48/photo0jpg.jpg']"
409,Secreto De Anna,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/28/2d/32/09/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/32/03/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/2d/32/02/caption.jpg']"
410,Bar Concheta,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/0c/40/25/57/imag1292-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/79/0e/14/20190510-222730-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0a/d9/16/1f/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0a/d9/16/20/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/77/81/17/bocadillo-de-caballo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/40/25/58/imag1291-largejpg.jpg']"
411,Aquarium,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/2b/b8/8d/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/1a/b7/aa/el-mitico-rocafull-bien.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0d/b2/81/32/dry-martini-sublime-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0d/b2/81/2e/dry-martini-sublime-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/29/63/0e/ta-img-20180225-201234.jpg']"
412,Pizzeria Bar Me Te Mano,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/27/58/55/8e/la-pizzeria-me-te-mano.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/58/55/82/pizza-con-mozzarella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/58/55/7a/la-pizzeria-me-te-mano.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/58/55/6b/pizza-con-salsa-de-tomate.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/58/55/64/pizza-con-crema-de-calabaza.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/27/58/55/5e/sala-de-me-te-mano-pizzeria.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/63/db/60/pizzeria-bar-me-te-mano.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/63/db/60/pizzeria-bar-me-te-mano.jpg']"
413,La Coveta,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-s/19/d9/a2/46/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/0e/66/77/img-20190624-224420-largejpg.jpg']"
414,Cafe La Placita,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/23/fd/ae/7c/coktails-mojitos-ginebras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/09/ee/16/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/42/57/a3/cafe-la-placita.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/5a/df/e2/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/5a/df/e1/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/5a/df/e1/caption.jpg']"
415,Endavant Pizzeria,Italian,['https://media-cdn.tripadvisor.com/media/photo-f/17/57/15/1c/photo1jpg.jpg']
416,Mehfil,Indian,"['https://media-cdn.tripadvisor.com/media/photo-f/25/99/eb/19/mehfil.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/25/99/eb/16/mehfil.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/25/99/eb/14/mehfil.jpg']"
417,Sofartcafe,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/13/60/9e/b8/sofartcafe-es-sofartcafe.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/61/01/1f/sofartcafe-es-sofartcafe.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/61/01/15/sofartcafe-es-sofartcafe.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/67/92/35/sofartcafe.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/61/00/ea/sofartcafe-es-sofartcafe.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/67/92/15/sofartcafe.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/67/93/72/sofartcafe.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/67/93/72/sofartcafe.jpg']"
418,Miluna,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/08/ed/83/9a/miluna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ec/9f/68/miluna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ec/9f/4f/miluna.jpg']"
419,Pasta & Magia,Italian,[]
420,Hume Ruzafa,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/e6/18/29/tallarines-con-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/e6/17/48/gyoza-con-verdure.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/e6/17/91/involtini-primavera.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/e6/17/fc/tallarines-con-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/e6/17/73/involtini-primavera.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/e6/86/12/hume-ruzafa.jpg']"
421,Capriccio Del Cardinale,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/0a/78/c3/22/ravioli-verdi-gorgonzola.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0a/78/c3/20/pizza.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/43/27/f7/capriccio-del-cardinale.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/7b/88/f2/valentin-day-2014.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0a/64/fc/86/horario.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0a/78/c3/1f/pizza-carbonara.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/d7/37/f7/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0a/78/c3/1f/pizza-carbonara.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/d7/37/f7/photo5jpg.jpg']"
422,Marisqueria Santa Cruz,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-f/0a/36/78/cd/marisqueria-santa-cruz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/e3/c5/30/20170714-150924-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/10/d0/46/49/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/d1/a9/25/bandeja-de-marisco-cocido.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/88/3f/ed/img-20191008-162057-551.jpg']"
423,Italiamo,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/1c/41/66/38/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/5f/c1/cf/italiamo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/5f/c1/b6/italiamo.jpg']"
424,Voltereta: Bienvenido A Manhattan,Spanish,[]
425,12 Intenciones,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/0b/b7/f4/10/hamburguesa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/b7/f5/b1/patatas-bravas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/7f/bd/f8/pulpo-a-la-brasa-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/b7/f9/a6/hamburguesa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/b7/f8/76/hamburguesa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/b7/f9/a8/chuleton.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/d1/cf/b2/arroc-al-forn.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/d1/cf/b2/arroc-al-forn.jpg']"
426,Casa Jomi,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/04/b3/db/55/casa-jomi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/04/b3/db/4f/casa-jomi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/b3/db/63/casa-jomi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/b3/db/67/casa-jomi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/b3/db/5b/casa-jomi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/b3/db/4b/casa-jomi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/b3/db/76/casa-jomi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/04/b3/db/6e/casa-jomi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/b3/db/76/casa-jomi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/04/b3/db/6e/casa-jomi.jpg']"
427,Restaurante Japones Osaka,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0a/7c/e7/4f/una-cena-all-improvviso.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/c6/64/13/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/c6/64/16/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/c6/64/14/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/c6/64/17/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/c6/64/12/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/ea/1e/4f/20160808-220117-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/7c/e7/60/una-cena-all-improvviso.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/a1/bf/a8/gamgas-rollitos-de-ternera.jpg']"
428,Barbaritats,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-s/1a/88/af/ba/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/88/af/b7/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/88/af/b6/photo0jpg.jpg']"
429,Udon Valencia Centro,Japanese,"['https://media-cdn.tripadvisor.com/media/photo-f/25/7a/44/46/salteados-udon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/25/7a/44/3f/caldos-udon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/25/7a/44/3d/izakayas-udon.jpg']"
430,La Tierruca,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/07/3b/38/b7/la-tierruca.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/92/ef/75/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/d0/5b/df/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/d0/5b/de/photo1jpg.jpg']"
431,Miss Sushi Canovas,Japanese,"['https://media-cdn.tripadvisor.com/media/photo-f/0e/45/24/5e/sala.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/45/24/4f/sala.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/45/24/43/sala.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/4a/a2/f4/prueba-nuestro-menu-supreme.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/26/02/26/fe/crea-tu-propio-combo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/02/26/f8/el-tataki-mas-rico-del.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/02/26/e5/emblematico-dragon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/02/26/e3/miss-bubba-gump.jpg']"
432,Birra & Blues,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/0f/85/e7/66/beer.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/62/6a/34/terraza-lateral.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/62/6a/2d/sofas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/62/6a/2e/vista-interior-desde.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/62/6a/2f/vista-interior-desde.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/85/e6/c4/beer.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/62/6b/e1/hall.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/85/e6/87/chester.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/62/6a/2c/barra.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/62/6b/e1/hall.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/85/e6/87/chester.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/62/6a/2c/barra.jpg']"
433,Paffutino,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/28/d8/7b/1d/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/76/28/ce/caption.jpg']"
434,Tarin's,Seafood,"['https://media-cdn.tripadvisor.com/media/photo-f/0c/4b/b5/e4/img-20160521-wa0009-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/ff/b5/70/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/ff/b5/6f/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/85/68/1b/medaglioni-di-suino-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/37/17/0d/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/14/f0/c9/20180217-205639-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/8c/61/63/ensalada-de-queso-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/b9/f2/05/photo0jpg.jpg']"
435,El Raco de Lluis,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/19/4a/b0/43/20190917-135506-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/30/7a/16/img-20170506-wa0002-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/63/50/ec/img-20161022-wa0015-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/4a/b0/45/20190917-141412-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/da/80/1f/photo2jpg.jpg']"
436,Bar Cerveceria Jucar,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/19/cf/71/71/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/19/cf/6c/89/bar-jucar-a-great-restaurant.jpg']"
437,Yi cocina asiatica,Japanese,"['https://media-cdn.tripadvisor.com/media/photo-f/11/40/ba/92/20171111-215322-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/78/c1/cc/variedad-de-platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/78/c1/ca/bandeja-de-shushi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/9a/f6/12/20180707-223550-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/e4/b2/3f/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/9a/f6/12/20180707-223550-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/e4/b2/3f/photo1jpg.jpg']"
438,Dolce Milano,Italian,"['https://media-cdn.tripadvisor.com/media/photo-s/1a/ff/2b/55/dolce-milano.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/1f/56/a3/photo0jpg.jpg']"
439,Tecolotes Food & Spirits,Mexican,"['https://media-cdn.tripadvisor.com/media/photo-f/0b/df/7d/76/tecolotes-taco-burguers.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/df/7d/77/tecolotes-los-mejores.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/14/09/15/d6/tarta-de-chocolate-y.jpg']"
440,Bocho,Spanish,[]
441,Paellas Velarte,Spanish,"['https://media-cdn.tripadvisor.com/media/photo-f/08/b2/22/59/casa-velarte.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/b2/23/ce/casa-velarte.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/b2/21/d9/casa-velarte.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/b2/22/0e/casa-velarte.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/b2/22/3d/casa-velarte.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/62/e5/45/fideua.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/b2/22/2a/casa-velarte.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/b2/24/cb/casa-velarte.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/62/e3/82/record-guinness-paella.jpg']"
